item_no,description,qty,location,plant_id
F26DRA0092,SAFETY RELAY (TURCK),1,A8K,1
F26DRA0093,PROXIMITY SWITCH,1,A8K,1
F26DRA0094,PULLEY - TIMMING BELT (L50),2,,1
F26DRA0095,TIMING RELAY SWITCH,1,,1
F26FRE0001,DRIVE ARM ASSEMBLY RH,1,WALLA/B,1
F26FRE0002,DRIVE ARM ASSEMBLY LH,1,WALLA/B,1
F26FRE0003,DRAW BAR,1,WALLA/B,1
F26FRE0004,GUIDE SEAL LH,1,B9I,1
F26FRE0005,GUIDE SEAL RH,1,B9I,1
F26FRE0006,BRG LH SHUTTLE,1,B9I,1
F26FRE0007,BRG RH SHUTTLE,1,B9I,1
F26FRE0008,BRG SHUTTLE - INSIDE,2,B9I,1
F26FRE0009,BRG ROD EYE,2,B9I,1
F26FRE0010,CLEVIS SHUTTLE BAR,1,B9I,1
F26FRE0011,BOLT CLEVIS,4,B9I,1
F26FRE0012,NUT,4,B9I,1
F26FRE0013,BOLT- SHUTTLE BEARING,9,B9I,1
F26FRE0014,BRG LINK - PISTOL GRIP,3,B9J,1
F26FRE0015,DOWEL PIN LINK,8,B9J,1
F26FRE0016,BOLT LINK - PISTOL GRIP,12,B9J,1
F26FRE0017,MOLD PLATE STOP,4,B9J,1
F26FRE0018,SHIMS DRAW BAR - various thicknesses,16,B9J,1
F26FRE0019,SPACER DRAW BAR,4,B9J,1
F26FRE0020,DRAW BAR SLIDE,2,B9J,1
F26FRE0021,MOLD PLATE LOCK,7,B9J,1
F26FRE0022,SCREW FILL SLOT S/S 5/16 X 18 X 1 1/2 SKT FLAT CSK HEAD (PKG OF 25),89,B9J,1
F26FRE0023,BOLT TOP PLATE MOUNT,6,B9J,1
F26FRE0024,NUT MOLD COVER,2,B8B,1
F26FRE0025,BOLT TV MANIFOLD,9,B8B,1
F26FRE0026,BOLT PUMP BOX,5,B8B,1
F26FRE0027,STUD FILL SLOT SUPPORT,5,B8B,1
F26FRE0028,SLEEVE FILL SLOT,6,B8B,1
F26FRE0029,O RING TUBE VALVE,4,B8B,1
F26FRE0030,O RING MANIFOLD,6,B8B,1
F26FRE0031,LEVER TUBE VALVE,2,B8B,1
F26FRE0032,INSERT TUBE VALVE,1,B8B,1
F26FRE0033,ANTI LIP BAR,1,WALLA/B,1
F26FRE0034,ANTI LIP BAR,0,WALLA/B,1
F26FRE0035,HOPPER LOCK RH,3,B8B,1
F26FRE0036,HOPPER LOCK LH,3,B8C,1
F26FRE0037,KNOB,1,B8C,1
F26FRE0038,STUD HOPPER LOCK,3,B8C,1
F26FRE0039,SHIM HOPPER LOCK,2,B8C,1
F26FRE0040,RETAINING RING HOPPER LOCK,11,B8C,1
F26FRE0041,RETAINING RING UPPER LOCK,4,B8C,1
F26FRE0042,NUT HOPPER LOCK,2,B8C,1
F26FRE0043,SEAL FEED SCREW,6,B8C,1
F26FRE0044,O RING FEED SCREW,10,B8C,1
F26FRE0045,SPACER THRUST RACE,13,B8C,1
F26FRE0046,SPACER THRUST RACE,12,B8D,1
F26FRE0047,LOCKWASHER - FEED SCREW,21,B8D,1
F26FRE0048,LOCKNUT FEED SCREW,20,B8D,1
F26FRE0049,GASKET FEED SCREW COVER,3,B8D,1
F26FRE004A,COVER- FRONT GUIDE SEAL,4,,1
F26FRE0050,MOLD COVER SEAL,2,B8D,1
F26FRE0052,MOLD PLATE LINK,2,B8D,1
F26FRE0053,JAM NUT,2,B8D,1
F26FRE0054,PIN QUICK REL.,2,B8D,1
F26FRE0055,PLATE - CONVEYOR HINGE,0,B8D,1
F26FRE0057,SPLINE - CONVEYOR DRIVE,2,B2D,1
F26FRE0064,O-RING,39,B2E,1
F26FRE0086,"BOLTS - S/S FEED SCREW MOUNTING 3/8""-16 X 5""",28,B2E,1
F26FRE0088,COVER - FRONT GUIDE SEAL,2,B2E,1
F26FRM0001,PIN CONVEYOR HINGE,2,B2E,1
F26FRM0002,SHAFT IDLER,3,B2E,1
F26FRM0003,BUSHING CONVEYOR,6,B2E,1
F26FRM0004,BRG CONVEYOR,3,B2E,1
F26FRM0005,SCREW DOOR RETAINER,5,B2E,1
F26FRM0006,NUT DOOR RETAINER,17,B2F,1
F26FRM0007,CLIP DOOR RETAINER,10,B2F,1
F26FRM0008,WASHER DOOR RETAINER,26,B2F,1
F26FRM0009,GASKET ELE PANEL,2,B2F,1
F26FRM0010,FILTER ELEMENT - WATER SPRAY,4,B2F,1
F26FRM0011,"1/4"" SHUT OFF VALVE",3,B2F,1
F26FRM0012,SCREW REMOVAL TOOL,1,B2F,1
F26FRM0013,PIVOT BUSHING HOIST,1,B2F,1
F26FRM0014,"BELT HOPPER 27 1/2"" X  11' 3 1/4"" C/W K10  CTR. CLEAT",0,FLOOA/BR,1
F26FRM0015,HEX HEAD BOLT DOOR RETAINER,3,B2F,1
F26FRM0016,SCREW DOOR RETAINER,4,B2F,1
F26FRM0017,BEARING - MAIN DRIVE SCREW,1,B2G,1
F26FRM0021,HOPPER TENSION BLOCK,3,B2G,1
F26FRM0022,HANDLE-BALL,2,B2G,1
F26FRM0023,STOP - COVER,2,B2G,1
F26FRM0024,GASKET - ACTUATOR ARM SEAL - T.V. CYLINDER,1,B2G,1
F26FRM0025,SEAL - ACTUATOR ARM T.V. CYLINDER,1,B2G,1
F26FRM0026,ARM - ACTUATOR T.V. CYLINDER,1,B2G,1
F26FRM0032,NUT-STOP (HOIST),1,B2G,1
F26HYD0001,HYDRAULIC FILTER KIT,1,B1A,1
F26HYD0002,PROD. PRESSURE CONTROL,1,B1B,1
F26HYD0003,RELIEF VALVE,1,B1B,1
F26HYD0004,BLADDER-ACCUMULATOR,1,B1B,1
F26HYD0005,BLADDER KIT,1,B1B,1
F26HYD0006,PILOT VALVE - PLUG IN,1,B1B,1
F26HYD0007,COMPENSATOR,5,B1C,1
F26HYD0008,COIL PILOT VICKERS,3,B1C,1
F26HYD0009,COIL PILOT - PLUG,3,B1C,1
F26HYD0010,ROD BUSHING CYLINDER,3,B1C,1
F26HYD0011,PUMP HI-PRESSURE,1,B1C,1
F26HYD0013,COIL PILOT,2,B1C,1
F26HYD0014,WASHER LIMIT SWITCH ROD,7,B1C,1
F26HYD0015,WASHER PLUNGER SHAFT,9,B1C,1
F26HYD0016,PRESSURE SWITCH,1,B1C,1
F26HYD0017,THERMOSTAT - WATER,1,B1D,1
F26HYD0018,REPAIR KIT - TUBE VALVE CYLINDER,1,B1D,1
F26HYD0019,PRESSURE GAUGE,1,B1D,1
F26HYD0020,GASKET - PRESSURE GAUGE,1,B1D,1
F26HYD0021,GASKET - PRESSURE GAUGE,1,B1D,1
F26HYD0022,ACCUMULATOR,0,B1FLR,1
F26HYD0024,PIN-HINGE - T.V. GUIDE,2,B1D,1
F26HYD0025,TUBE VALVE CYLINDER,0,B1D,1
F26HYD0026,PUMP LOW-PRESSURE,0,B2A,1
F26HYD0027,DUMP VALVE - ACCUMULATOR,1,B1D,1
F26HYD0028,PRESSURE DIRECTIONAL VALVE,1,B1D,1
F26KOA0001,CHECK - BREATHER ,2,B1E,1
F26KOA0002,CHECK VALVE,1,B1E,1
F26KOA0003,KO PAD,3,B1E,1
F26KOA0004,OIL PAD LH,2,B1E,1
F26KOA0005,OIL PAD RH,3,B1E,1
F26KOA0006,KO PAD,4,B1E,1
F26KOA0007,KO PAD,4,B1E,1
F26KOA0008,OIL PAD,2,B1E,1
F26KOA0009,KO CAM,4,B1E,1
F26KOA0010,KO CLEVIS - BUSHING,6,B1E,1
F26KOA0011,KO CLEVIS,4,B1F,1
F26KOA0012,SWING LINK,3,B1F,1
F26KOA0013,BUSHING PIVOT,2,B1F,1
F26KOA0014,KO SPRING,5,B1F,1
F26KOA0015,SPACER,13,B1F,1
F26KOA0016,KO SPACER,6,B1F,1
F26KOA0017,KO ARM,2,B1A,1
F26KOA0018,KO SLIDE,1,B1F,1
F26KOA0019,DOWEL PIN - CLEVIS,2,B1F,1
F26KOA0020,DOWEL PIN - KO ARM,10,B1F,1
F26KOA0021,COUPLING - UPPER 90 DEGREE,1,B1F,1
F26KOA0022,SPIDER 90 DEGREE,2,B1G,1
F26KOA0023,GUARD TORQUE TUBE,2,B1G,1
F26KOA0024,UPPER GEAR DRIVE 90 DEGREE,1,B10C,1
F26KOA0025,PIN & BLOCK UPPER,1,B1G,1
F26KOA0026,YOKE UPPER 90 DEGREE,2,B1G,1
F26KOA0027,3SEAL KO TUBE,2,B9G,1
F26KOA0028,KO TUBE,1,B9G,1
F26KOA0029,TORQUE SHAFT SPLINED,1,B8I,1
F26KOA0030,TORQUE TUBE,1,B8I,1
F26KOA0031,PIN & BLOCK LOWER,2,B9G,1
F26KOA0032,ADAPTER TORQUE TUBE,3,B9G,1
F26KOA0033,YOKE REDUCER,1,B9G,1
F26KOA0034,LOWER GEAR DRIVE 90 DEGREE,1,B10FLR,1
F26KOA0035,SPROCKET 90 DEGREE DRIVE,3,B9G,1
F26KOA0036,SPROCKET REDUCER,3,B9H,1
F26KOA0037,SHORT SHAFT MOLD LIFT,1,B9H,1
F26KOA0038,LONG SHAFT MOLD LIFT,1,B10D,1
F26KOA0039,BEARING LIFT BAR,4,B9H,1
F26KOA0040,TORQUE LIMITER MORSE,1,B9H,1
F26KOA0041,BUSHING LIFT SPROCKET,2,B9H,1
F26KOA0042,SPROCKET TORQUE LIMITER,1,B9H,1
F26KOA0043,COUPLING MOLD LIFT,1,B9H,1
F26KOA0044,LIFT -T BAR R.H.,1,B10C,1
F26KOA0045,LIFT- T BAR L.H.,1,B10C,1
F26KOA0047,"BUSHING 1/2"" X 1/2"" X 3/8""",16,B9H,1
F26KOA0048,BRACKET - BUMPER MOUNTING,1,B9H,1
FILAIR0001,AIR FILTER FRAM,0,B6A,1
FILAIR0002,AIR FILTER FLUITEK,13,B6F,1
FILAIR0003,AIR FILTER,2,B6F,1
FILAIR0004,AIR FILTER,2,B6F,1
FILAIR0005,AIR FILTER,4,B6I,1
FILAIR0006,AIR FILTER ELEMENT,2,B6I,1
FILAIR0007,SOLBERG FILTER ELEMENT (BUSCH 250 PUMP AND BECKER),0,B6FLR,1
FILAIR0008,HYDROFIRE AIR FILTER,1,,1
FILAIR0021,OILTEST KIT - INGERSOLL RAND COMPRESSOR,1,,1
FILAIR0022,AIR FILTER (PAD) FOR AIR COMPRESSOR,2,,1
FILAIR0023,AIR FILTER FOR AIR COMPRESSOR (CABINET),2,B6I,1
FILAIR0024,FILTER ELEMENT FOR IR COMPRESSOR,2,,1
FILAIR0025,HYDRAULIC FILTER/OIL - IR COMPRESSOR,3,,1
FILAIR0026,AIR FILTER VACUUM PUMP,3,B7TOP,1
FILAIR01,FILTER MEDIUM 20 X 60 X 2 ,37,,1
FILAIR010,AIR FILTER 16 X 25 X 1,20,,1
FILAIR011,AIR FILTER 20 X 25 X 2,836,,1
FILAIR02,AIR FILTER 20 X 22 X 1,,,1
FILAIR03,AIR FILTER 24 X 24 X 2,1371,,1
FILAIR04,AIR FILTER 20 X 20 X 2,330,,1
FILAIR05,AIR FILTER 20 X 25 X 1,184,,1
FILAIR06,AIR FILTER 20 X 24 X 2,97,,1
FILAIR07,ULTRA XV 16/99 4 PANEL 99% - 24 X 24 X 11 1/2,257,,1
FILAIR08,AIR FILTER 16 X 20 X 1,202,,1
FILAIR09,AIR FILTER 16 X 25 X2 ,316,,1
FILAIR10,AIR FILITER - 20 X 30 X 2,28,,1
FILAIR11,AIR FILTER 20 X 35 X 2,,,1
FILBOX0001,AERO-CELL TYPE S FILTER - 24x24x12 - MERV 15 4 PANEL V-CELL,94,SHEDROOM,1
FILBOX0002,AERO-CELL TYPE S FILTER 12x24x12 - MERV 15-4 PANEL V-CELL,80,SHEDROOM,1
FILBOX0003,PLEATED FILTERS 24 x 24 x2,148,SHEDROOM,1
FILBOX0004,PLEATED FILTER 12 x 24 x 2,90,SHEDROOM,1
FILCHA0001,ACTIVATED CHARCOAL 3MM CYLINDRICAL CARBON,1,,1
FILEXH0001,AIR FILTER (PLANT B) REPLACES 8M-826,1,B7A,1
FILOIL0001,OIL FILTER FRAM,1,B6H,1
FILOIL0002,OIL FILTER,12,B6G,1
FILOIL0003,OIL FILTER,2,B6G,1
FILOIL0004,OIL FILTER,2,B6H,1
FILOIL0005,OIL FILTER,3,B6F,1
FILOIL0006,OIL FILTER (ELEMENT KIT),1,B6H,1
FILOIL0007,OIL FILTER FOR AIR COMPRESSOR,1,B6I,1
FILOIL0008,OIL FILTER - FOR HYDROLIC POWER PACK,1,,1
FILWAT0001,FILTER ELEMENT FOR ICE MACHINE - 10 MICRON SEDIMENT REMOVAL,6,,1
FILWAT0002,"WATER FILTER FOR PALL HOUSINGS - 20 MICRON (40"" LONG)",45,I1A,1
FILWAT0003,NUT SEAL FOR NC15 FILTER SYSTEM,4,B6H,1
FINGERTIP,FINGERTIP METAL DETECT BANDAGE,,,1
FIXELE0001,GES2F96120 120V BALLAST,2,F2F,1
FIXELE0002,GES2F40120 120V BALLAST,2,F2F,1
FIXELE0003,VAL17V2238W18F HOLOPHANE BALLAST,1,F2D,1
FIXELE0004,HOLREBK15AHP12 HOLOPHANE BALLAST,1,F2A,1
FIXELE0005,1173 PORCELAIN LAMP HOLDER,5,F2F,1
FIXELE0027,PAL8 ACCULIGHT SHIELD 8' ,0,H1A,1
FIXELE0042,PIGTAILS,2,F2F,1
FIXELE0044,LAMPHOLDERS (FLOURESCENT LIGHTS),4,F2F,1
FIXELE0045,BALLAST INSTANT START 4 LAMP,2,F2G,1
FLOOR,"18"" DOUBLE SIDED SQUEEGE - SCRUB ON ONE SIDE",,,1
FLOOR,"18"" DOUBLE SIDED SQUEEGE - SCRUB ON ONE SIDE",88,,1
FORMAX001,FORMAX - ANTI WARE BAR,0,,1
FOX001,CENTER BEARING - FOX WRAPPER MACHINE,1,,1
FOX002,COMPOSITE  WHEEL - FOX PALLET WRAPPER,20,,1
FOX003,REED SWITCH - FOX WRAPPER,2,,1
FOX004,SELECTOR SWITCH - POTENTIOMETER FOX WRAPPER,3,,1
FRUOBR003,"PI2203 PRESSURE SENSOR , 4 WIRE, PNP/NPN O/P",1,,1
FRYBOI001,INSULATION PAD,1,,1
FRYBOI002,GASKET AIR DOME,0,,1
FRYBOI003,CEMENT COATING ,1,,1
FRYBOI004,SPARK PLUG,2,,1
FRYBOI005,PEEP HOLE GLASS ASSY,2,,1
FRYBOI006,PEEP HOLE GASKET,2,,1
FRYBOI007,,1,,1
FRYBOI008,RELAY,2,,1
FRYBOI009,LMV51 CONTROL,1,,1
FRYBOI010,AZL 52 DISPLAY,1,,1
FRYBOI011,TEMPERATURE LIMIT CONTROL,2,,1
FRYBOI012,DIFFERENTIAL PRESSURE SWITCH,1,,1
FRYBOI014,THERMOCOUPLE,1,,1
FRYBOI015,SELF CHECK SCANNER,1,,1
FRYBOI016,BURNER GASKET,2,,1
FRYBOI017,REAR DOOR GASKET,1,,1
FRYBOI018,ACTUATOR AIR,1,,1
FRYBOI019,ACTUATOR GAS,1,,1
FRYBOI020,IGNITION TRANSFORMER,1,,1
FRYBOIL013,GAS PILOT SOLENOID VALVE,1,,1
FRYFIL0001,SHEAR PIN,3,C4B,1
FRYFIL0002,BEARING,2,C4B,1
FRYFIL0003,SEAL KITS,0,C4B,1
FRYFIL0004,BACK PLATE,0,C4B,1
FRYFIL0005,GASKET BEADED,2,C4B,1
FRYFIL0006,SPRING CREPACO PUMP,5,C4B,1
FRYFIL0007,RING DRIVE CREPACO PUMP,2,C4B,1
FRYFIL0008,PIN CREPACO PUMP,2,C4B,1
FRYFIL0009,O RING SEAL CREPACO PUMP,5,C4C,1
FRYFIL0010,O RING CREPACO PUMP,5,C4C,1
FRYFIL0011,FILTER BELT,14,,1
FRYFIL0035,SWITCH FLOAT,2,C4C,1
FRYMCONV01,BEARING ASSEMBLY,3,C4C,1
FRYMCONV02,SPROCKET & SPUR GEAR,2,C4C,1
FRYMCONV04,"SHAFT, DRIVE - MAIN CONVEYOR",2,C-DFLRWALL,1
FRYMCONV05,SPROCKET DRIVE  C/W SET SCREW,20,C4C,1
FRYMCONV06,"SHAFT, IDLER, DRIVEN - MAIN CONVEYOR",2,C-CFLRWALL,1
FRYMCONV07,FRYER CONVEYOR CONTROL VALVE,1,,1
FRYMCONV08,"SS SPROCKET 1.5 SQUARE BORE,10 TOOTH",20,,1
FRYOBR001,"PRESSURE TRANSNITTER PA 3224 , 4-20MA OUTPUT, 1/4 NPT PORT, 145 PSI",1,,1
FRYOBR002,"LMT 102 SENSOR , LEVEL SENSOE, HIGH FRE.,PROGRAMMABLE,38MM PROB",1,,1
FRYOBR003,"PI2203 PRESSURE SENSOR , 4 WIRE, PNP/NPN O/P",1,,1
FRYOBR004,SOLENOID VALVE VSVA - B-T22C-AZD-A1-1T1L,0,,1
FRYOBR005,"LEVELFLEX FMP53-D9K5/0 , ENDRESS & HUSER ,NEMA 4X/6P",1,,1
FRYOBR006,"PROXIMITY SENSOR ,4 MM NON FLUSH, TWO 3 WIRE PNPQUICK DISCONNEECT",4,,1
FRYOBR007,"PRESSURE GAUGE ,2.50"" , SS , 1.5""",1,,1
FRYOBR008,SUPPLY LINE 1/2FX1/2MX36 - ORDER BY C/C WDCOLLEDGE 905 677 4428(NFLAGEL@WDCOLLEDGE.COM),3,,1
FRYOBR009,"OMAL AUTOMATION PNEUMATIC VALVE - NC,8BAR,150'c,VITON,NPT - 3/8"" DN10 PN10 MS58 PAT",1,,1
FRYSED0001,FLANGED BEARING,4,C4D,1
FRYSED0002,WOODRUFF KEY,21,C4D,1
FRYSED0003,MECHANICAL SEAL - VITON; CR 6751,4,C4D,1
FRYSED0004,BEARING ASSEMBLY,1,C4D,1
FRYSED0005,BOLT SEAL,0,C4D,1
FRYSED0006,BEARING BLOCK,2,C4D,1
FRYSED0007,RETAINER SEAL,0,C4D,1
FRYSED0008,HUB ALIGNMENT PLATE,1,C4D,1
FRYSED0009,BEARING BLOCK,0,C4D,1
FRYSED0010,"S/S SPROCKETS 3/4"" BORE 1/2"" PITCH 11 TEETH",11,C4E,1
FRYSED0011,SPRINGS (TOP SUBMERGER),5,C4E,1
FRYSED0012,VITON SHAFT SEAL,2,,1
FRYSED0013,BEARING ,2,,1
FRYSED0014,SHAFT SEAL ,6,,1
FRYSYS0001,DIRECTIONAL VALVE 3 POSITION,1,C4E,1
FRYSYS0002,DIRECTIONAL VALVE 2 POSITION,1,C4E,1
FRYSYS0004,BALL BEARING FOR DIRECTIONAL VALVE,100,C4E,1
FRYSYS0005,450 DEGREE F DETECTOR,0,C4E,1
FRYSYS0006,SELECTOR SWITCH,2,C4F,1
FRYSYS0007,LENSE CAP GREEN,3,C4F,1
FRYSYS0008,SELECTOR SWITCH - ILLUMINATED (120V - 50/60 HZ),0,,1
FRYSYS0008,SELECTOR SWITCH - ILLUMINATED (120V - 50/60 HZ),1,C4F,1
FRYSYS0009,TEMPERATURE CONTROLLER,2,C4F,1
FRYSYS0010,CONTACTOR 60A 3P 120V SQD,1,C4F,1
FRYSYS0015,,4,J21,1
FRYTFLN001,BALL BEARING,3,C4F,1
FRYTFLN002,TEFLON SLAT INSERT,104,C4G,1
FRYTFLN003,10 - 24 LOCKNUTS,200,C4F,1
FRYTFLN004,SUPPORT SHOE,0,C4G,1
FRYTFLN005,ROLLERS,0,C4G,1
FRYTFLN006,#40 CHAIN FOR TEFLON BELT,73,C4G,1
FRYTFLN007,#40 CONNECTING LINKS FOR TEFLON BELT,19,C4G,1
FRYTFLN008,SPROCKET,15,C4G,1
FRZDOOR001,STANDARD PULLCORD ASSEMBLY,0,,1
FRZDOOR005,WEDGE ASSEY STAY ROLLERS,3,,1
FUS0010000,FUSE 315mA 700V 32MM ULTR  FAST,9,,1
FUS0010001,1/10A 250V FUSE,9,G2B,1
FUS0010005,1/2 A 250 V FUSE,10,G2B,1
FUS0010006,1/2 A 600 V DUAL ELEMENT FUSE,8,G2B,1
FUS0010011,1A 250V FUSE,30,G2B,1
FUS0010012,1A 250V FUSE,9,G2B,1
FUS0010014,1 A 250 V FUSE,14,G2B,1
FUS0010016,1 A 250 V TIME DEALY FUSE,9,G2B,1
FUS0010020,1A 600 V FUSE,4,G2B,1
FUS0010021,1.5A 600 V FUSE,11,,1
FUS0010026,1 1/2 A 250 V FUSE,10,G2B,1
FUS0010027,1 1/2 A 250V FUSE,10,G2B,1
FUS0020001,2 A 250 V FUSE,7,G2C,1
FUS0020006,2 A 250 V TIME DEALY FUSE,7,G2C,1
FUS0020008,2 A 600 V TIME DELAY FUSE,7,G2C,1
FUS0020012,2A 600V TIME DELAY FUSE,19,G2C,1
FUS0030001,3 A  FUSE,14,G2C,1
FUS0030003,3 A 600 V FUSE,30,G2C,1
FUS0030005,3 A 250 V TIME DELLAY,7,,1
FUS0030010,3A 600V TIME DELAY FUSE,6,G2C,1
FUS0050001,5 A 250 V FUSE,15,G2C,1
FUS0050003,5 A 250 V FUSE,13,G2C,1
FUS0050004,5 A 125 V FUSE,9,G2C,1
FUS0050006,5 A 250 V TIME DELAY FUSE,5,G2C,1
FUS0050008,5A 600V FUSE,5,G2C,1
FUS0050009,5 A 600 V TIME DELAY FUSE,3,G2C,1
FUS0060002,6A 250V FUSE,10,G2D,1
FUS0060018,6A 600V  TIME DELAY FUSE,10,G2D,1
FUS0060020,6 1/4A FUSE,13,G2D,1
FUS0100001,10 A 250 V FUSE,14,G2D,1
FUS0100003,10 A 250 V FUSE,10,G2D,1
FUS0100004,10 A 250 V FUSE,21,G2D,1
FUS0100006,10 A 250 V TIME DELAY FUSE,10,G2D,1
FUS0100009,10 A 600 V TIME DELAY FUSE,14,G2D,1
FUS0100010,10 A 600 V FUSE,5,G2D,1
FUS0100011,10 A 600 V FUSE (ORDER IN PACKS OF 10),13,G2D,1
FUS0150001,15 A 250 V FUSE,14,G2E,1
FUS0150003,15 A 250 V FUSE,11,G2E,1
FUS0150006,15 A 250 V TIME DELAY FUSE,8,G2E,1
FUS0150007,15 A 600 V FUSE,4,G2E,1
FUS0150009,15 A 600 V TIME DELAY FUSE,6,G2E,1
FUS0150013,15 A 600 V FUSE,11,G2E,1
FUS0200001,20 A 32 V FUSE,33,G2E,1
FUS0200002,20 A 250 V TIME DELAY FUSE,4,G2E,1
FUS0200005,20 A 600 V FUSE,10,G2E,1
FUS0200010,20 A 600 V TIME DELAY FUSE,3,G2E,1
FUS0200011,20 A 600 V FUSE,19,G2E,1
FUS0250002,25 A 600 V TIME DELAY FUSE,7,G2F,1
FUS0250005,25 A 600 V FUSE,5,G2F,1
FUS0300001,30 A 250 V TIME DELAY FUSE,9,G2F,1
FUS0300003,30 A 600 V FUSE,5,,1
FUS0300004,30 A 600 V FUSE,6,G2F,1
FUS0300006,30 A 600 V TIME DELAY FUSE,6,G2F,1
FUS0300008,"30 A 600 V 200,000 ATR TIME DELAY",7,G2F,1
FUS0350001,35 A 350 V TIME DELAY FUSE,6,G2F,1
FUS0350002,35 A 250 V,4,G2F,1
FUS0350003,35A 600V FUSE,6,,1
FUS0350006,35 A 250 V FAST ACTING FUSE,17,G2F,1
FUS0350007,35 A FAST ACTING GLASS FUSE,15,G2F,1
FUS0400001,40 A 250 V TIME DELAY FUSE,7,G2G,1
FUS0400005,40 A 600 V TIME DELAY FUSE,6,G2G,1
FUS0401,4A 600V TIME DELAY FUSE,10,,1
FUS0450001,45 A 250 V TIME DELAY FUSE,5,G2G,1
FUS0450002,45 A 600 V TIME DELAY FUSE,3,G2G,1
FUS0450003,45A 600V FUSE,3,,1
FUS0500001,50 A 250 V TIME DELAY FUSE,32,G2G,1
FUS0500004,50 A 600 V FUSE,0,G2G,1
FUS0500005,50 A 600 V TIME DELAY FUSE,5,G2G,1
FUS0500006,50 A HRC 1 600 VOLT,6,,1
FUS0600001,60 A 250 V TIME DELAY FUSE,30,G2G,1
FUS0600002,60 A 250 V SEMICONDUCT FUSE,4,G2H,1
FUS0600004,60 A 600 V FUSE,10,G2H,1
FUS0600005,60 A 600 V FUSE - TIME DELAY (B2 COOLER COMP),5,,1
FUS0600007,60 A 600 V TIME DELAY FUSE,7,G2H,1
FUS0800001,80 A 600 V TIME DELAY FUSE,5,G2H,1
FUS1000001,100 A 600 V FUSE,4,G2H,1
FUS1000004,100 A 600 V TIME DELAY FUSE,4,G2H,1
FUS110600,110 AMP 600 VOLT FUSE FOR CHILLER,5,,1
FUS1250002,125 A 600 V TIME DELAY FUSE,2,G2H,1
FUS1500001,150 A 600 V TIME DELAY FUSE,7,G2I,1
FUS2000002,200 A 600 V TIME DELAY FUSE,2,G2I,1
FUS2250001,300A 600V TIME DELAY FUSE,4,,1
FUS2500001,250 A 600 V TIME DELAY FUSE,1,G2I,1
FUS2500002,250 A 600 V FUSE,0,G2H,1
FUS5000001,500 A 125 V ONE TIME FUSE,3,G2I,1
FUS9990001,1000 A 600 V FUSE,3,G2I,1
FUSEHLDR14,600V 25A FUSEHOLDER,0,F3I,1
FUSEHLDR15,60 A 600 V AC FUSE HOLDER TYPE CRS60 - obselte,0,F3I,1
GASKET0001,.021 PAPER GASKET,3,,1
GASKET0002,.0625 PAPER GASKET,2,,1
GAUGE0001,"0 - 160psi , 1/8 NPT, BACK PORTED ",7,A5H,1
GAUGE0004,"0 - 160 psi , 1/4 NPT , BOTTOM PORT",4,A5H,1
GAUGE0005,"0 - 160 psi , 1/4 NPT , BOTTOM PORT, S/S LIQUID FILL",4,A5H,1
GAUGE0006,"0 - 160 psi , 1/4 NPT , BACK PORT",6,A5H,1
GAUGE0008,"0 - 1000 psi , 1/4 NPT , BOTTOM PORT, S/S LIQUID FILL",2,A5H,1
GAUGE0009,"0 - 3000 psi , 1/4 NPT , BOTTOM PORT, S/S LIQUID FILL",2,A5H,1
GAUGE0011,"1/4"" NPT BOTTOMPORTED VACUUM GAUGE",0,A5H,1
GAUGE0012,30 IN. VACUUM GAUGE BOTTOM PROTED LIQUID FILLED,7,A5H,1
GAUGE0013,"1-30 OVAC 1/4"" BOTTOM PORTED VACUUM GAUGE - DRY",7,A5H,1
GAUGE0050,THERMOMETER WALL (TAYLOR),1,A5H,1
GEA1001,"SAFETY SENSOR - 24 VDC ,30 mA , IP67/69K",4,C7B,1
GEA1002,"SAFETY SENSOR IP 67/69K , 2TLA020046R0800",6,,1
GEA1003,"LEVEL SENSOR, 30MM DIA SS, 3 WIRE PNP,NC/NO,15 MM RANGE",3,,1
GEA1004,DIFFUSE REFLECTION IFM PROXI SENSOR,1,,1
GEA2001,"CABLE FOR SAFETY SENSOR , M12 -C63,6M 8X.34 FEMALE",2,,1
GEA2002,"CABLE FOR LEVEL SENSOR, EVC551,4 WIRE MICRO DC",2,,1
GEA2003,PILZ REALAY,1,,1
GEA2004,PILZ RELAY,1,,1
GEA2005,D110S SAFETY SPEED MONITOR ,2,,1
GEA3001,FLANGE BEARING,1,,1
GEA3002,FLANGE BEARING,3,,1
GEA3003,FLANGE BEARING ,2,,1
GEA3004,FLANGE BEARING,8,,1
GEA3005,FLANGE BEARING,2,,1
GEA4001,RADIAL SHAFT SEAL 30X47X7 MM,6,,1
GEA4002,BUSHING ,1,,1
GEA4003,FLANGED BUSHING,1,,1
GEA5001,"CHAIN , 1METER",1,,1
GEA5002,CHAIN LINK ,1,,1
GEA5003,"ROLLER CHAIN , 5M LONG",1,,1
GEA5004,V BELT - ANTISTATIC 1813,3,C7F,1
GEA5005,CHAIN AND LINK,,,1
GEA5006,"SPROCKET 08B17F-25MM , 17 TOOTH , 8MM KEYWAY",6,,1
GEA5007,E-STOP FOR GEA BULK LOADER,,,1
GLASSES,SAFETY GLASSES (BOX OF 12),316,,1
GLOVESR,WORK GLOVES - LATEX PALM (LIGHT WEIGHT),46,,1
GLOVESS,WORK GLOVES - SNOW (XL),0,,1
